gender,age,education_level,experience_years,screening_score,shortlisted
Male,45,Bachelors,6,79.23669282296977,1
Male,22,Bachelors,9,64.70797428341233,0
Female,30,Bachelors,3,83.20926830361992,0
Male,22,Bachelors,8,74.26775923808006,1
Female,36,Bachelors,13,62.50612600055131,1
Male,36,Masters,1,66.90687586497992,1
Male,39,Bachelors,8,77.11640606723326,1
Male,49,Masters,0,65.0085717642594,0
Female,27,Bachelors,9,70.22136485381206,0
Male,42,High School,9,64.87055830851055,0
Female,32,Masters,19,87.59117148248546,0
Female,44,Bachelors,2,89.3107189295133,0
Male,35,Bachelors,5,84.63123953391724,0
Male,28,Bachelors,5,68.75626034866167,0
Male,26,High School,1,65.97247353293032,0
Female,48,PhD,17,62.208364204858704,0
Male,47,High School,1,85.35721290803106,0
Female,30,PhD,11,79.30723710701169,0
Female,23,PhD,4,79.7876088150734,1
Male,39,Masters,19,67.50072063119109,1
Male,37,Bachelors,6,52.421025157420914,0
Female,27,Bachelors,15,54.720423904592366,0
Female,41,Masters,19,70.5763406290251,0
Female,40,Bachelors,0,64.77325743633665,1
Male,46,Bachelors,0,63.62298705607368,0
Female,24,Bachelors,16,73.45148373728624,0
Male,34,Bachelors,0,80.13659829859492,1
Female,40,Bachelors,19,62.98772931403251,0
Female,42,Bachelors,12,56.94390314343822,0
Male,35,Bachelors,8,63.225288245222735,0
Female,44,Masters,14,59.56036037448067,0
Male,28,Bachelors,2,75.92832615925988,0
Male,41,Masters,13,69.95891245790078,1
Female,35,Bachelors,10,88.8048922823556,0
Male,42,Masters,11,77.34685119638262,1
Male,40,Bachelors,12,88.13856136998166,0
Female,48,Masters,12,55.96124640092384,0
Male,34,High School,0,37.471412035683834,0
Male,47,Masters,9,72.42992028435401,0
Male,49,High School,2,71.23220240992107,0
Female,29,Masters,3,68.77214585452063,0
Male,28,PhD,15,70.95796725629646,1
Female,46,Bachelors,7,58.75973815269391,0
Female,48,Bachelors,15,75.6317869788445,0
Male,46,Masters,16,77.36193240102338,0
Male,37,Bachelors,18,58.00251282996892,0
Male,22,Masters,14,66.46363579150709,0
Female,45,High School,15,67.08136150860238,0
Male,44,High School,14,63.291890978397205,0
Male,23,PhD,1,58.38887609866778,0
Male,28,Bachelors,10,70.12504991025425,1
Male,32,Masters,0,72.60805520664299,0
Male,21,Bachelors,14,63.89817891235705,0
Female,30,Bachelors,18,59.092114022435425,1
Female,40,Bachelors,3,74.10557245041373,1
Male,23,Bachelors,10,62.326795247643446,1
Male,26,Bachelors,4,66.90794486400794,0
Male,27,Bachelors,2,65.6392337184178,1
Male,40,Bachelors,12,82.4570866416966,0
Female,43,Bachelors,9,62.785695359463816,0
Male,45,Masters,10,87.25526579008985,1
Female,47,Bachelors,17,77.52301938141507,0
Female,38,Bachelors,1,88.20898675789353,1
Male,31,Bachelors,6,76.64638829579674,1
Female,39,Bachelors,8,67.78955552297829,1
Female,25,Masters,9,60.82633670847806,1
Female,39,Bachelors,17,66.44588609225727,0
Female,31,High School,6,84.87281025223227,0
Male,44,High School,6,69.52061207655115,1
Male,32,Bachelors,2,76.60919387155108,1
Female,30,Masters,11,72.06971345065992,1
Male,28,High School,6,72.49661178509241,1
Male,44,Masters,16,72.88159683964915,1
Male,48,Bachelors,0,74.95341486832453,1
Male,48,Bachelors,4,61.8589250890919,0
Male,29,Masters,15,67.25095729093805,0
Female,24,Bachelors,14,73.0931333301634,1
Male,25,Bachelors,1,71.63487222500197,0
Male,41,High School,8,65.38795396387766,0
Male,28,High School,6,74.16600914761105,0
